,0,1,2,3,4
0,4443.446912046456,6019.298748711131,89.89665364160263,1684.7558502725972,76.0
1,4294.197490026311,5763.039404093281,-821.5174973605156,1785.512131356064,81.0
2,4421.838998147868,5794.660359649123,-2150.395347006306,1724.11754264171,75.0
3,4319.769758502826,5618.710729521831,-1560.8749103266784,1729.5535407730717,76.0
4,3752.2698533386642,5746.5207035080475,56.537930044453695,1779.8406235341834,63.0
5,3879.6257025731484,5510.89768458284,132.2047627124774,1806.7078881557784,62.0
6,3323.294957522978,5466.738028544269,24.360756418288236,1841.1873621735374,61.0
7,3105.9587082324824,5414.418947976976,-5.784721125473929,1900.4081379288787,55.00000000000001
8,3016.1173724949663,5223.549640111713,-1262.046596772292,1862.0995601004454,50.0
9,2501.8258085193743,5130.459588072591,-3757.8972939990967,1928.0863879188923,38.0
10,2435.7821798583304,4919.578762018541,-2419.7472975962432,1666.3841721374934,43.0
11,1958.3265703975155,4810.820611508019,-1818.3546106778756,1503.9971550690404,32.0
12,2033.0755242052371,4758.011401708813,-2535.7977417261077,1638.7607635542518,35.0
13,1695.8688850594833,4748.720308265983,-4927.164592140132,1570.18892497701,32.0
14,1389.3371878028875,4423.617597718433,-68.81084147084167,1255.9045469070743,23.0
15,1097.9594559022642,4073.652788877798,-2804.953019599001,1203.7513089984975,21.0
16,1102.6795341799173,3774.3604299082767,-2021.6169302011444,1119.0790029577186,26.0
17,818.9867842065603,3432.845892688596,-3125.01116119259,1043.1864830854572,18.0
18,678.1696603742396,3615.5634222634662,-2677.7663638418835,1038.806373366025,21.0
19,552.0123360476657,3399.7584292595457,-3328.3038729182567,856.0107157994591,15.0
20,416.90891343597724,2812.9284449012694,-2654.5993382848897,669.895950789446,17.0
21,379.492205036033,2132.0675848234696,-3806.037505562536,677.1679076262649,7.000000000000001
22,205.0207033956398,1793.0008967642539,-3432.727068348412,620.6385264446895,10.0
23,78.62395078522826,1599.4472243163814,-1853.0160039911814,669.5372268771124,20.0
24,14.519954079958705,1790.703065597545,-4447.967624002778,853.8271851719918,15.0
25,-74.61980031662698,884.5761191424061,-4312.261031412152,773.3529827084197,14.000000000000002
26,16.827677825780754,936.1798539099758,-1750.5544253753562,446.2625541554521,10.0
27,-178.5162789269238,840.6894947067996,-2560.0905682367747,731.872579823256,11.0
28,-423.97948114079037,634.5268963275739,-5804.731990079419,986.1842107021292,18.0
29,-224.75010107368846,555.42781181331,-5226.251100855751,779.4570665040568,9.0
30,-404.284476251708,249.21183546792335,-6985.776935204005,1107.2684057600943,12.0
31,-442.9358561638593,178.16100951809423,-5820.667535765849,1039.0093782633662,11.0
32,-460.08296495426936,37.27766705627425,-5243.992539772023,1017.1515248973277,11.0
33,-325.54149012830175,15.778332341412302,-3415.086614024092,685.3364748117127,5.0
34,-860.585317973903,-30.567436505969987,-7337.81787256323,1623.0074498116405,17.0
35,-550.5508420735791,-39.11290714254816,-4352.9692622722405,1079.8662309668728,10.0
36,-513.1342526536744,-38.27071465689507,-5289.33130352268,1141.1648981024025,8.0
37,-737.0673996482075,-50.661235326751424,-7013.15882088566,1340.130917190695,12.0
38,-723.1656736814049,-46.384960616086396,-5121.417303559707,1327.4006146393383,10.0
39,-886.0910268501611,-45.06732494487731,-5407.418950899443,1543.9342091131148,11.0
40,-879.6486502242004,-59.34874860877946,-9042.919850313947,1722.851268205035,11.0
