,0,1,2,3,4
0,4787.255936223347,5340.04801399578,458.82207626571864,740.9298254398893,97.0
1,4789.541869388356,5356.74303711871,442.41774924037315,694.9559156392525,95.0
2,4903.506862369141,5315.443930626966,3062.2235232232697,287.2278326797258,99.0
3,4865.567909112528,5298.05689847726,2372.366569469979,323.92447628828387,99.0
4,4777.925300065986,5336.999490203713,465.5185592637227,696.47039060627,93.0
5,4866.114657025795,5318.518443049779,2346.8190749455125,426.09980281745356,94.0
6,4815.27862076287,5332.071488413637,871.6866036282909,487.45108949288556,95.0
7,4765.65817965952,5368.14567229581,396.64995257292014,665.4694524299613,95.0
8,4815.965163895977,5209.983150535828,507.6566532041168,519.1980193723567,97.0
9,4678.306375139512,5201.990020208145,502.828886193198,873.204086127922,92.0
10,4833.152393990626,5296.086683297035,2795.1088568297305,384.17568140300244,93.0
11,4716.46279312557,5273.3564167129625,392.3739860640989,765.3348707374115,86.0
12,4767.406840470563,5280.994991103682,1310.2617669926908,547.7762424650402,87.0
13,4692.5796156426295,5210.924583958251,390.7572509408626,739.989506987264,85.0
14,4660.172576610179,5350.455971712638,838.7802854592501,634.8463053995473,82.0
15,4447.626568411112,5255.886304228214,748.0832503121742,863.9583297529688,72.0
16,4630.961723451328,5300.6820779444315,1716.254209359679,659.5094388382211,75.0
17,4396.395002333049,5232.540460079918,351.99412548080056,941.5827315447681,64.0
18,4485.425408712601,5234.431000217958,1105.8724611673103,814.8800586239714,70.0
19,4280.245685683525,5279.2527278924945,285.6750111576806,1038.631943655268,60.0
20,4136.511545229223,5210.082605192839,439.4039544388636,1025.645701155224,50.0
21,4252.443996585487,5346.965523686221,690.6780569007877,979.3523938937975,62.0
22,3948.2275068017225,5208.458388805845,392.7461918021163,1283.6736319238253,51.0
23,3937.0137845843683,5181.49318576697,730.813595585191,1210.649227775021,49.0
24,4020.9816101980487,5237.931013313304,194.12635402332398,1109.7782377859653,40.0
25,3854.954087039869,5280.241350882555,224.99082478761773,1400.0731032851552,48.0
26,3611.8351289663474,5237.360020092853,242.5737896164658,1496.6877894203049,45.0
27,3441.408394065363,5077.753742471932,188.11983782527685,1527.5799969236741,39.0
28,3384.2498887384036,5079.768327181743,365.2107315835218,1454.132112070553,34.0
29,3440.7224561542657,5080.217078199842,194.55368141710568,1507.609506215579,33.0
30,2962.1769683663642,5086.328819586881,175.32113788271215,1621.7243264430178,30.0
31,2984.9173549772836,4936.966014722896,170.6441333331946,1514.9043888592607,20.0
32,2781.7865925330616,5223.678964061646,203.9574379405266,1684.8507632843261,27.0
33,2884.2313921462496,5147.96337767173,187.48752536113363,1611.9121130869144,24.0
34,2358.589483305551,5223.639451305799,172.0003100796636,1720.122007306237,17.0
35,2502.9785347104516,5073.035848159745,185.0460588417862,1638.9523442292586,18.0
36,2171.5379439360963,5282.405470005448,168.97278966417323,1642.3828376362576,11.0
37,2272.4020586656975,4905.841530458325,186.73588505981417,1535.1189829118714,12.0
38,1785.64119669225,4808.317732334586,175.22891351957998,1474.0098805264713,8.0
39,2086.4552830832313,5058.58357925744,166.97136380181956,1500.797529860068,7.000000000000001
40,1990.7568084519194,4883.208083553166,186.2221172056601,1605.7844500389044,12.0
